User_ID,Age,Income,City_Tier,Device_Type,Traffic_Source,Pages_Viewed,Products_Viewed,Time_On_Site,Previous_Purchases,Discount_Seen,Browser_Version,Campaign_Code,Converted
4514,23.0,98569.99047495762,3,Tablet,Organic,29,28,18.18,2,1,8,8598,1
4515,45.0,72579.1353717056,2,Tablet,Social Media,20,19,14.75,4,1,16,8859,1
4516,37.0,56782.29993045189,1,Mobile,Social Media,4,2,16.55,5,0,1,3938,1
4517,28.0,88861.13399253621,3,Mobile,Social Media,12,12,9.21,0,1,14,9307,0
4518,30.0,69579.61507974485,1,Mobile,Email,22,19,,3,1,22,6820,1
4519,40.0,,2,Desktop,Organic,2,1,24.7,2,1,7,6839,0
4520,21.0,29194.661687604414,2,Desktop,Referral,11,7,17.03,2,1,11,5898,1
4521,45.0,78927.17082025803,3,Tablet,Organic,17,20,9.4,6,0,9,4773,0
4522,24.0,75497.39263769552,2,Desktop,Email,15,12,8.27,4,1,17,6891,1
4523,54.0,119417.70204702794,3,Tablet,Paid Ads,30,27,14.2,6,1,17,8261,0
4524,22.0,56341.34164470929,1,Mobile,Paid Ads,26,24,6.37,3,0,22,3701,1
4525,26.0,56777.092654475666,2,Desktop,Paid Ads,10,17,14.87,3,1,10,5953,0
4526,53.0,78320.61478825219,1,Mobile,Organic,13,11,14.37,1,1,7,8542,0
4527,52.0,102983.8296479415,2,Tablet,Social Media,29,28,22.13,3,1,4,2561,1
4528,,89732.12741588215,2,Mobile,Organic,19,18,6.59,3,1,20,3409,1
4529,29.0,88731.23115584078,2,Tablet,Paid Ads,25,24,8.98,2,1,8,5979,0
4530,30.0,32307.874072317878,2,Desktop,Paid Ads,18,16,,3,1,13,3149,0
4531,32.0,69722.79505140719,2,Mobile,Organic,7,6,2.11,3,1,9,9918,0
4532,37.0,,2,Mobile,Social Media,28,27,5.7,3,1,16,5428,1
4533,64.0,35135.812387527745,3,Desktop,Organic,30,31,11.48,2,0,2,6961,1
4534,61.0,92055.54483099225,2,Mobile,Paid Ads,25,20,,4,0,13,9930,1
4535,64.0,,1,Mobile,Organic,24,27,26.54,2,1,14,6730,0
4536,,60619.3722829869,2,Desktop,Paid Ads,16,14,16.96,6,1,2,2360,1
4537,64.0,54384.809375839555,1,Mobile,Referral,8,8,11.48,4,1,6,7524,1
4538,47.0,103803.78826522912,1,Desktop,Organic,7,4,21.36,3,0,5,8244,0
4539,,101215.69717324813,2,Desktop,Social Media,12,9,20.19,1,1,22,3009,0
4540,52.0,91984.52434132522,2,Mobile,Organic,9,6,,3,0,21,9672,0
4541,56.0,122431.8258550036,2,Desktop,Organic,8,7,,4,1,14,1566,0
4542,,107590.37435887821,3,Desktop,Email,17,17,,0,0,9,3430,0
4543,63.0,115262.90665132031,1,Mobile,Paid Ads,20,21,38.24,1,0,8,3648,1
4544,65.0,21743.176105858554,1,Mobile,Social Media,14,10,19.23,2,1,18,3554,1
4545,47.0,80223.6112712773,2,Mobile,Organic,30,33,,6,0,17,3755,0
4546,21.0,12000.0,2,Desktop,Paid Ads,14,11,8.64,3,0,22,7506,0
4547,34.0,,1,Mobile,Social Media,29,28,6.64,3,1,11,1320,0
4548,23.0,51107.10212952545,2,Tablet,Social Media,19,19,10.03,3,0,23,9147,1
4549,64.0,64437.43154218706,3,Mobile,Organic,22,19,8.1,3,0,7,1990,0
4550,65.0,82459.18555237069,2,Mobile,Paid Ads,13,13,11.47,1,1,11,4104,1
4551,23.0,12000.0,3,Mobile,Email,7,5,,4,1,6,3291,1
4552,45.0,72400.64300902917,2,Mobile,Referral,14,12,8.75,5,1,3,4927,1
4553,46.0,79009.94218187402,2,Mobile,Organic,29,27,27.37,1,0,13,2188,0
4554,35.0,85965.17789131145,3,Mobile,Organic,14,11,12.64,3,1,23,3469,0
4555,40.0,72184.9747393251,3,Mobile,Email,3,4,19.66,2,0,12,8746,1
4556,63.0,43036.55093281583,1,Desktop,Email,10,4,,2,0,17,5023,0
4557,26.0,112439.22836759783,2,Desktop,Organic,15,9,15.54,1,0,18,8398,0
4558,61.0,68911.80656574176,2,Mobile,Organic,23,17,19.08,2,0,17,9741,0
4559,39.0,78259.69470905005,1,Mobile,Paid Ads,12,10,16.24,2,1,21,3705,0
4560,60.0,122903.78026468029,2,Desktop,Email,30,32,10.76,3,1,9,7145,0
4561,62.0,30497.520670571197,2,Desktop,Organic,6,3,4.85,3,0,22,4395,0
4562,19.0,54345.16552713393,3,Mobile,Organic,7,6,21.12,3,0,9,2675,1
4563,36.0,91464.48971176043,1,Mobile,Email,19,15,17.17,4,1,12,8313,0
4564,37.0,73410.96739641442,1,Mobile,Organic,8,9,10.14,4,1,11,2545,1
4565,31.0,64655.78356262563,2,Tablet,Email,18,19,17.58,2,0,24,2493,0
4566,57.0,91812.96974812145,1,Mobile,Paid Ads,23,23,8.1,1,1,4,5031,0
4567,28.0,43436.99180818675,2,Mobile,Organic,9,1,10.96,4,0,13,9078,0
4568,38.0,63092.373817057705,2,Mobile,Referral,3,1,,1,1,13,3016,0
4569,51.0,68714.61516270824,2,Mobile,Referral,23,22,,2,1,22,8789,1
4570,51.0,41079.39113818093,2,Mobile,Referral,5,8,,3,0,22,2364,0
4571,20.0,76244.04637371076,1,Mobile,Social Media,9,7,8.32,2,0,6,8387,0
4572,57.0,70978.65527176794,3,Mobile,Organic,24,27,15.43,3,1,16,7448,1
4573,64.0,14619.849182419413,2,Desktop,Referral,26,22,,3,0,12,4388,0
4574,,85126.61407701057,2,Desktop,Social Media,21,19,117.56,4,0,1,7785,1
4575,44.0,38033.39320540666,2,Mobile,Social Media,25,28,12.77,1,1,21,4435,0
4576,31.0,76215.30784822526,2,Mobile,Paid Ads,18,12,11.53,3,1,7,1051,0
4577,20.0,68520.82615478618,2,Mobile,Organic,28,28,10.99,5,1,12,5278,1
4578,52.0,44132.66387271184,3,Mobile,Referral,6,8,,5,0,9,5773,0
4579,29.0,54389.02382190377,2,Tablet,Organic,6,7,8.92,4,0,10,7097,0
4580,63.0,34127.664949361155,2,Mobile,Email,17,16,,0,1,19,6025,1
4581,41.0,81398.28145394985,1,Desktop,Organic,30,25,10.42,4,1,18,1914,1
4582,38.0,90568.5796697729,2,Desktop,Email,28,29,10.44,2,1,23,6217,0
4583,27.0,87695.37389141184,2,Tablet,Paid Ads,18,16,4.2,5,0,16,7019,0
4584,,57888.14144620958,1,Mobile,Organic,12,7,15.38,3,0,13,9474,0
4585,64.0,29025.86232201429,2,Desktop,Referral,15,14,,2,1,6,8667,0
4586,48.0,57211.68742314919,2,Desktop,Referral,13,14,17.71,2,0,16,8947,0
4587,43.0,,1,Mobile,Organic,15,14,,2,1,10,2332,0
4588,29.0,93902.7834578383,3,Desktop,Social Media,4,7,14.19,0,0,2,7727,0
4589,36.0,59335.74817809411,3,Mobile,Social Media,24,21,,2,1,20,5774,1
4590,34.0,30101.855616932553,3,Mobile,Social Media,22,21,5.75,4,1,15,5980,0
4591,,78597.66166657499,2,Mobile,Organic,14,11,4.92,2,0,18,8797,0
4592,,38065.24732110504,3,Mobile,Email,11,10,6.98,5,0,21,6093,1
4593,40.0,61357.46819971041,2,Mobile,Email,2,4,7.21,5,0,17,8878,0
4594,58.0,102312.96402233432,1,Mobile,Paid Ads,27,35,3.09,4,1,8,5349,0
4595,29.0,,3,Mobile,Paid Ads,4,1,13.16,2,1,17,6061,0
4596,53.0,65677.54369515766,2,Desktop,Email,19,21,5.55,2,0,3,7207,0
4597,29.0,39148.37197954238,2,Mobile,Organic,7,12,,1,1,19,4154,0
4598,59.0,59694.091353472184,3,Desktop,Paid Ads,30,23,6.01,3,0,11,8894,0
4599,,,1,Mobile,Referral,18,23,10.0,0,1,4,5853,0
4600,18.0,88062.53870382822,2,Tablet,Paid Ads,20,20,,4,0,14,7132,0
4601,39.0,47335.28632281949,2,Mobile,Referral,21,20,20.75,1,1,2,7263,0
4602,26.0,,2,Desktop,Organic,19,14,11.12,3,1,19,3914,1
4603,40.0,54298.85444199502,2,Mobile,Paid Ads,21,21,10.83,4,0,1,8369,1
4604,61.0,58911.39798757281,2,Desktop,Referral,19,22,2.77,2,0,2,6175,1
4605,36.0,52505.45522339996,3,Mobile,Organic,1,1,13.44,1,1,3,9469,0
4606,46.0,55371.54639981798,3,Mobile,Email,1,1,5.44,5,1,21,3562,1
4607,36.0,,2,Mobile,Referral,20,19,11.62,6,1,2,2315,1
4608,,96332.29516142342,2,Desktop,Organic,13,9,16.71,4,1,10,5050,0
4609,40.0,59848.39000466665,1,Mobile,Email,20,19,13.7,4,1,9,7928,0
4610,36.0,88043.39022870433,3,Mobile,Referral,8,9,19.15,3,0,23,5219,0
4611,,49078.945996701324,3,Mobile,Paid Ads,13,9,7.88,2,0,23,5282,0
4612,27.0,,2,Mobile,Referral,21,17,,4,1,20,1530,1
4613,40.0,79750.11949515498,1,Tablet,Organic,29,29,,3,0,15,1279,1
4614,,137253.5235980291,1,Mobile,Paid Ads,1,4,,0,0,6,6928,0
4615,58.0,64199.202730044795,1,Mobile,Organic,25,25,3.86,5,0,24,9229,0
4616,27.0,63544.427033778855,3,Mobile,Social Media,15,14,,1,0,16,3231,0
4617,28.0,32297.94864843288,2,Mobile,Social Media,21,19,,2,0,17,3153,0
4618,,,2,Mobile,Social Media,11,8,14.28,2,0,18,9374,0
4619,41.0,68938.31716482257,2,Mobile,Referral,10,9,8.1,1,0,8,8633,0
4620,37.0,65884.42903408666,2,Tablet,Paid Ads,10,6,27.03,5,0,22,6032,0
4621,,59600.21397868346,3,Tablet,Social Media,8,8,19.68,3,1,16,3672,0
4622,54.0,60752.15935068825,1,Mobile,Social Media,13,10,6.62,2,1,23,5131,0
4623,45.0,66163.8831181944,1,Desktop,Paid Ads,6,1,9.16,5,0,3,8695,0
4624,44.0,74177.66610093413,1,Desktop,Organic,15,11,,3,1,1,3741,0
4625,20.0,89439.03846874283,2,Mobile,Organic,9,9,,4,1,13,6603,0
4626,45.0,92259.14972125334,2,Desktop,Organic,30,33,10.85,2,0,10,2286,1
4627,46.0,81467.7963583648,2,Desktop,Referral,11,10,8.57,1,1,13,1665,0
4628,41.0,41870.681399868925,1,Desktop,Referral,3,4,15.13,2,1,20,2166,0
4629,,22932.331422133946,2,Desktop,Social Media,10,10,17.73,4,0,15,3006,0
4630,63.0,100784.53447060657,1,Tablet,Organic,22,22,20.83,2,0,19,6373,0
4631,50.0,84141.18611049821,1,Mobile,Organic,23,21,14.61,2,0,11,2424,0
4632,65.0,80257.16672604046,2,Desktop,Referral,11,11,13.7,2,0,10,9469,0
4633,50.0,42638.38702913835,2,Mobile,Referral,10,10,,2,1,19,2201,0
4634,42.0,90580.37158864718,1,Desktop,Referral,15,11,29.05,1,1,6,2075,0
4635,28.0,73021.92132275106,3,Mobile,Organic,20,19,8.35,3,0,10,4055,0
4636,,80029.73426676002,2,Desktop,Organic,24,23,,4,1,19,9977,1
4637,46.0,50088.10961915786,2,Mobile,Referral,24,27,6.73,2,0,7,5495,1
4638,18.0,54160.90348169817,1,Mobile,Social Media,18,12,5.23,1,0,17,2090,0
4639,41.0,64148.43762113366,3,Mobile,Social Media,15,14,15.77,3,0,4,9538,0
4640,,,2,Mobile,Referral,21,18,11.19,1,0,5,8921,0
4641,27.0,107995.07167522187,2,Desktop,Referral,3,2,,3,1,13,7981,1
4642,,56100.68042573572,1,Mobile,Email,5,3,15.22,2,1,18,1359,0
4643,62.0,83816.52822137046,2,Desktop,Paid Ads,2,1,14.38,2,0,14,2233,0
4644,21.0,80653.88901033884,1,Mobile,Social Media,29,33,7.17,4,1,13,2094,1
4645,61.0,112749.18617271195,2,Mobile,Paid Ads,30,25,19.29,1,0,18,9973,0
4646,,57790.038075316086,1,Mobile,Email,21,22,9.54,3,0,21,8231,0
4647,36.0,100900.0554285263,1,Tablet,Organic,3,3,5.75,3,1,7,4657,0
4648,20.0,67895.86659574375,2,Mobile,Organic,27,27,219.79,5,1,2,1359,1
4649,57.0,,3,Mobile,Social Media,7,10,14.09,1,0,6,1062,0
4650,,71212.06562774054,2,Mobile,Social Media,6,5,15.31,6,1,14,1667,1
4651,41.0,101557.30585208678,3,Tablet,Email,3,2,22.77,3,0,3,9036,0
4652,45.0,58487.61022709,3,Desktop,Email,30,30,8.52,1,1,11,3808,1
4653,45.0,105382.95128931853,2,Mobile,Paid Ads,14,10,,10,1,4,3309,1
4654,21.0,50415.84169744245,2,Mobile,Organic,3,2,13.12,4,1,7,6806,0
4655,24.0,98830.7704194485,1,Mobile,Referral,25,23,,3,1,24,1360,1
4656,63.0,39991.63839687403,2,Tablet,Email,27,25,12.53,4,1,1,2589,1
4657,45.0,93283.2968685015,2,Mobile,Email,2,1,,3,0,2,4889,0
4658,20.0,36082.91140525977,2,Mobile,Social Media,2,5,2.54,6,0,17,6616,0
4659,25.0,62307.168190364966,2,Desktop,Organic,20,24,14.64,3,1,2,4000,1
4660,,98970.94444220077,1,Mobile,Social Media,18,13,9.05,5,1,20,7545,0
4661,,,2,Mobile,Organic,5,7,21.44,4,1,12,4031,0
4662,55.0,25941.83526326035,1,Mobile,Organic,16,18,18.55,1,1,2,8078,0
4663,,,1,Mobile,Organic,29,31,27.93,5,0,11,2661,0
4664,,108241.26024824288,2,Desktop,Referral,3,2,,5,1,3,7759,1
4665,50.0,,2,Mobile,Paid Ads,4,6,10.34,3,1,16,7792,0
4666,58.0,54159.35067754859,2,Mobile,Paid Ads,20,16,22.57,2,0,24,7094,0
4667,50.0,73336.54042890211,2,Desktop,Paid Ads,23,21,6.77,1,0,5,8599,0
4668,61.0,108254.23535126905,1,Mobile,Referral,30,32,0.8,2,0,1,9854,0
4669,26.0,103774.83288248547,1,Mobile,Referral,29,25,14.64,2,1,4,1504,1
4670,,,2,Desktop,Organic,18,19,21.36,1,1,4,6833,1
4671,39.0,96991.99627341691,2,Mobile,Organic,29,28,,5,1,11,2789,0
4672,47.0,20604.885581946102,3,Desktop,Paid Ads,10,14,2.59,2,1,12,1821,1
4673,,28626.40120135404,1,Mobile,Referral,27,27,5.43,5,0,12,3288,0
4674,45.0,69426.70933403182,1,Mobile,Paid Ads,19,13,12.74,3,0,2,9604,1
4675,46.0,44564.10605259467,2,Desktop,Paid Ads,16,10,10.77,2,0,9,2742,0
4676,18.0,98616.15427589064,3,Mobile,Paid Ads,6,10,10.8,2,1,23,2780,1
4677,25.0,71106.21163774873,1,Tablet,Social Media,12,13,7.24,1,1,20,3494,0
4678,40.0,36918.28111657662,1,Tablet,Referral,28,28,13.41,2,1,13,2427,0
4679,61.0,90428.50902474683,1,Mobile,Paid Ads,13,6,,2,1,7,6198,0
4680,31.0,23542.756111524628,2,Mobile,Email,15,18,17.92,3,1,23,3774,0
4681,24.0,84200.4311558125,1,Mobile,Organic,15,15,6.12,1,0,12,4481,0
4682,20.0,85048.1027741233,3,Mobile,Paid Ads,12,13,4.74,3,0,9,5577,0
4683,64.0,,2,Mobile,Social Media,1,2,25.26,2,1,21,9185,0
4684,47.0,147654.84460469615,2,Mobile,Social Media,21,22,10.41,2,1,24,5703,1
4685,52.0,56436.216482893666,2,Mobile,Social Media,23,22,,5,1,17,8358,1
4686,20.0,35316.53750274126,3,Mobile,Paid Ads,7,2,9.24,2,1,10,9518,0
4687,40.0,87296.8828204767,1,Desktop,Referral,14,10,12.8,1,0,4,8367,1
4688,48.0,54743.286869916825,1,Desktop,Email,18,16,11.97,2,1,6,5925,1
4689,64.0,60036.58694487468,1,Mobile,Paid Ads,6,1,14.43,2,1,3,1314,0
4690,64.0,29311.729426842474,2,Mobile,Paid Ads,8,10,,2,1,13,9914,0
4691,62.0,55953.66198679013,2,Mobile,Organic,4,3,17.15,0,1,14,9334,0
4692,38.0,64108.28601263633,3,Mobile,Organic,25,24,9.91,2,0,4,3503,0
4693,38.0,24351.575253002287,2,Mobile,Email,11,4,22.88,1,0,17,4532,0
4694,49.0,94351.39386931062,2,Mobile,Paid Ads,15,16,9.76,2,1,10,5392,0
4695,65.0,39627.680072390736,1,Mobile,Email,30,28,9.09,4,1,21,8919,1
4696,18.0,63528.75454552541,1,Mobile,Referral,26,26,14.1,4,0,24,6041,1
4697,,75999.52664269801,2,Mobile,Social Media,13,12,,0,0,6,2291,0
4698,35.0,,2,Mobile,Social Media,29,32,,3,0,1,8852,0
4699,62.0,122909.62617744732,2,Mobile,Email,2,3,9.35,3,1,24,6921,0
4700,23.0,57285.90525617781,2,Mobile,Organic,29,28,16.93,2,0,22,8181,0
4701,28.0,,3,Tablet,Paid Ads,26,22,9.6,5,0,2,2928,0
4702,30.0,80992.53964437515,3,Tablet,Organic,11,15,36.59,2,0,1,9672,0
4703,,80689.95161442092,2,Mobile,Paid Ads,9,10,19.89,5,0,20,3800,1
4704,19.0,,2,Desktop,Organic,7,4,5.43,2,0,5,6967,0
4705,40.0,69306.39624141633,3,Desktop,Organic,5,2,22.07,2,1,8,2952,0
4706,41.0,64986.98788029479,2,Mobile,Organic,5,5,14.26,3,0,21,8473,0
4707,18.0,48634.7199674133,1,Desktop,Paid Ads,23,27,20.64,1,1,14,1769,0
4708,55.0,75641.58117183892,1,Mobile,Organic,7,5,11.42,4,1,2,3113,0
4709,32.0,85292.20310251688,2,Tablet,Organic,18,14,22.18,4,0,11,4160,0
4710,53.0,74208.12528907286,3,Desktop,Social Media,19,20,11.56,4,1,23,3859,1
4711,61.0,81990.95539721957,2,Tablet,Referral,14,10,4.07,4,1,3,6095,0
4712,65.0,64100.531723400956,1,Tablet,Paid Ads,2,4,,2,0,14,4457,0
4713,51.0,39081.44973107921,2,Mobile,Referral,4,1,17.68,2,0,5,3005,0
4714,61.0,119667.3508218872,2,Mobile,Email,10,9,2.7,3,0,15,2853,0
4715,40.0,47308.33995184116,3,Desktop,Paid Ads,17,10,5.17,5,1,23,4680,1
4716,51.0,70949.83921962834,3,Mobile,Referral,1,2,11.66,2,1,3,2387,0
4717,,76909.70270215918,1,Mobile,Paid Ads,5,6,19.36,2,1,7,8971,0
4718,54.0,39612.681018482435,1,Mobile,Social Media,6,5,8.73,3,0,16,1301,0
4719,43.0,68985.0616273858,3,Mobile,Organic,23,19,21.1,3,0,16,5345,0
4720,45.0,79485.7443466994,2,Desktop,Paid Ads,30,27,11.65,1,0,11,9823,1
4721,54.0,75736.00363807687,2,Mobile,Social Media,14,15,11.26,4,0,15,6597,0
4722,18.0,67651.21350181873,2,Mobile,Social Media,16,10,,5,0,15,9295,0
4723,,84384.45405268951,3,Tablet,Social Media,10,10,,9,1,9,6752,1
4724,54.0,32136.712553699675,3,Desktop,Email,26,26,,2,1,14,8904,1
4725,63.0,85603.06957917148,1,Mobile,Organic,12,11,17.89,5,1,14,2234,0
4726,47.0,93058.8203364074,1,Mobile,Organic,25,22,7.41,1,1,15,2328,0
4727,,64449.171721597806,2,Mobile,Organic,11,9,11.83,3,1,2,2574,0
4728,,41291.75567690963,2,Mobile,Referral,14,15,7.81,4,1,8,9086,1
4729,39.0,,3,Mobile,Organic,10,11,7.97,3,1,1,5866,1
4730,26.0,67169.74675994964,3,Tablet,Paid Ads,14,8,8.53,5,1,15,6186,0
4731,39.0,49734.62667097524,3,Mobile,Organic,3,2,,2,0,16,4153,0
4732,62.0,98970.86339482598,1,Mobile,Paid Ads,24,24,10.11,1,1,13,4086,0
4733,29.0,33690.81133552601,3,Tablet,Social Media,1,1,8.04,3,0,18,6742,0
4734,25.0,61759.259196018174,2,Desktop,Referral,9,8,16.68,4,1,15,3263,0
4735,45.0,34970.835841597305,3,Mobile,Paid Ads,15,14,25.73,4,1,2,6341,1
4736,21.0,86761.06837598707,2,Mobile,Referral,23,20,9.45,2,1,21,9156,1
4737,47.0,95602.78767402688,1,Desktop,Paid Ads,17,13,6.89,4,1,16,4765,1
4738,,83077.48129594656,3,Mobile,Paid Ads,16,13,,0,0,12,7812,0
4739,35.0,87355.43225094888,1,Desktop,Paid Ads,24,23,,5,0,16,2092,0
4740,33.0,83603.26889200497,2,Mobile,Organic,24,22,7.56,2,0,14,7598,0
4741,27.0,68635.35167186857,1,Mobile,Referral,19,15,,4,0,5,8923,0
4742,43.0,79368.75161476771,2,Mobile,Paid Ads,26,26,12.68,4,1,11,9923,1
4743,18.0,74565.85165514519,3,Mobile,Paid Ads,22,20,224.08,3,0,9,2443,1
4744,36.0,72046.7995657424,1,Mobile,Referral,9,14,8.41,4,1,1,3254,1
4745,22.0,62479.26280337157,3,Desktop,Social Media,20,22,7.67,1,1,16,4013,1
4746,26.0,99717.42778500551,2,Mobile,Referral,7,9,12.15,1,1,18,7392,1
4747,29.0,50725.19564506288,1,Mobile,Paid Ads,12,14,,3,0,17,1751,0
4748,59.0,81540.47121088405,1,Mobile,Paid Ads,4,5,10.84,4,0,5,5315,0
4749,39.0,129402.4138850254,2,Mobile,Social Media,26,32,16.04,0,1,11,4425,1
4750,56.0,15592.336090636723,1,Mobile,Email,20,21,9.87,4,1,7,2403,0
4751,58.0,,3,Mobile,Paid Ads,1,4,9.05,4,0,2,2986,1
4752,,44503.28442100795,2,Mobile,Organic,23,25,6.73,7,0,3,2852,1
4753,24.0,96926.64286343871,1,Mobile,Email,21,24,14.67,4,1,1,2425,1
4754,34.0,,2,Mobile,Organic,10,6,6.92,3,1,9,7497,0
4755,49.0,84543.72597135867,3,Mobile,Referral,30,26,7.82,1,1,15,5451,1
4756,54.0,40012.1381683382,2,Mobile,Paid Ads,6,6,20.5,3,1,2,8023,0
4757,56.0,60633.57331898397,3,Desktop,Referral,7,11,,5,1,18,2251,0
4758,39.0,90891.40782418774,3,Mobile,Social Media,14,13,4.96,1,0,11,4555,0
4759,,88062.7332395282,3,Mobile,Organic,22,21,5.57,3,1,18,7582,0
4760,51.0,93211.39050628047,2,Mobile,Social Media,2,5,,4,1,3,3251,0
4761,52.0,76191.66603520894,1,Desktop,Organic,27,26,23.25,4,1,6,1190,0
4762,62.0,50207.02867910557,3,Desktop,Paid Ads,18,21,15.38,3,1,21,3453,0
4763,52.0,74306.41023273862,2,Desktop,Paid Ads,26,30,14.45,3,0,6,1724,1
4764,58.0,63397.06599937352,2,Desktop,Organic,23,18,1.69,4,1,16,1109,0
4765,41.0,98904.00634334216,3,Mobile,Paid Ads,4,9,,2,0,8,5228,0
4766,46.0,105473.45089280672,1,Desktop,Organic,30,26,,5,0,23,3877,0
4767,28.0,50569.45076197324,2,Desktop,Organic,22,23,5.08,3,1,9,5115,0
4768,55.0,91008.76809464532,2,Mobile,Organic,5,4,11.44,2,1,23,4188,0
4769,49.0,69677.8367241434,3,Mobile,Email,7,7,16.04,3,1,18,2230,0
4770,26.0,80894.86141781154,2,Mobile,Referral,22,14,23.97,4,0,7,6133,1
4771,38.0,101515.4717928878,2,Mobile,Organic,30,33,9.42,2,1,5,9904,1
4772,58.0,101120.39752387886,3,Mobile,Paid Ads,20,22,,3,1,8,9150,0
4773,51.0,49603.25818048755,1,Mobile,Social Media,2,1,21.67,3,1,20,6348,0
4774,29.0,89954.46957854346,1,Mobile,Paid Ads,3,4,,2,0,12,5363,0
4775,57.0,92714.30360226276,3,Mobile,Social Media,25,22,,1,0,10,4032,0
4776,38.0,78452.49703838621,2,Mobile,Paid Ads,12,15,21.77,3,1,9,2329,0
4777,48.0,80557.50189934681,1,Desktop,Social Media,13,14,,3,1,16,3883,0
4778,47.0,95945.01418647853,2,Mobile,Organic,1,5,19.48,2,0,4,7388,0
4779,26.0,51805.644751964704,1,Mobile,Referral,11,13,3.85,2,0,16,1716,0
4780,33.0,105382.47294787821,2,Mobile,Paid Ads,28,25,,4,1,18,1662,0
4781,61.0,,2,Desktop,Paid Ads,17,26,5.83,2,1,7,7058,1
4782,57.0,77349.63527790079,1,Tablet,Organic,19,23,,3,0,10,9124,0
4783,,50240.54724469769,1,Mobile,Organic,22,18,6.14,5,0,22,2808,0
4784,46.0,75959.381974546,2,Mobile,Organic,15,14,13.65,6,0,13,2031,0
4785,54.0,72397.44744490788,2,Mobile,Referral,30,30,,3,0,13,5461,0
4786,,,2,Mobile,Paid Ads,16,14,9.37,4,1,19,1288,1
4787,43.0,27018.085461989816,1,Desktop,Social Media,7,5,21.43,2,0,10,9954,0
4788,31.0,89380.43375682727,1,Mobile,Organic,24,25,8.98,3,1,5,2506,0
4789,,44058.4070214569,3,Tablet,Email,23,17,13.68,3,1,4,4680,1
4790,51.0,63500.7657535072,1,Mobile,Paid Ads,21,23,8.73,4,1,4,4501,1
4791,62.0,79489.20619573379,3,Mobile,Referral,2,2,,6,1,13,2561,0
4792,25.0,58486.05388562596,1,Mobile,Organic,30,29,17.87,3,0,12,9509,1
4793,39.0,50211.09672212234,1,Mobile,Organic,25,24,16.54,7,0,9,7395,1
4794,,87954.75126761838,3,Mobile,Organic,13,14,,0,1,11,8274,0
4795,21.0,,2,Desktop,Organic,23,23,10.52,2,1,2,4523,1
4796,42.0,71304.1643183505,1,Mobile,Organic,26,28,,3,0,24,6810,1
4797,50.0,64779.414747458286,2,Desktop,Paid Ads,3,5,13.13,2,1,24,1573,0
4798,61.0,75364.82718851377,2,Mobile,Referral,14,15,12.74,1,1,17,2176,0
4799,40.0,54270.039383892974,1,Desktop,Social Media,24,24,8.07,5,0,8,4120,1
4800,40.0,55129.42619526587,3,Desktop,Paid Ads,10,15,27.34,4,1,7,8754,0
4801,44.0,91680.73118036655,2,Mobile,Organic,22,19,13.86,4,0,21,6592,1
4802,44.0,103690.89424247446,1,Desktop,Organic,1,4,12.12,6,1,3,1212,0
4803,32.0,51230.47436016785,1,Mobile,Paid Ads,5,8,4.77,1,1,20,3385,0
4804,63.0,85298.19924800374,3,Desktop,Organic,30,31,10.55,4,1,2,9716,0
4805,57.0,83585.36404486527,3,Mobile,Paid Ads,12,11,6.43,3,1,14,7746,0
4806,27.0,101065.36716720393,1,Mobile,Social Media,5,5,5.41,3,0,24,3482,0
4807,64.0,115280.40494942352,2,Mobile,Paid Ads,14,19,13.59,3,0,13,7056,0
4808,58.0,73961.39985769715,2,Desktop,Paid Ads,5,2,,5,1,21,7052,0
4809,,73728.28202640476,2,Desktop,Email,12,12,,3,0,3,4929,0
4810,54.0,58570.31376094189,1,Mobile,Referral,19,22,34.94,3,0,7,4055,1
4811,52.0,90652.38190100735,2,Desktop,Social Media,21,25,11.62,3,0,14,9281,1
4812,49.0,82676.21598590899,2,Mobile,Social Media,15,13,,1,0,17,8667,0
4813,,67494.51589319571,1,Mobile,Referral,25,24,11.52,3,0,16,1083,1
4814,36.0,53661.23979101638,2,Mobile,Referral,22,20,4.83,2,1,13,5563,0
4815,,59405.97128749749,1,Desktop,Organic,24,24,3.43,0,1,10,4023,0
4816,59.0,22780.39770685642,3,Mobile,Social Media,6,2,15.23,3,1,1,1424,0
4817,37.0,12000.0,2,Mobile,Social Media,28,22,9.3,2,0,21,3081,0
4818,64.0,60239.77342772055,2,Desktop,Organic,15,12,9.48,5,1,21,6000,1
4819,,53016.57468254154,2,Desktop,Organic,1,1,10.21,3,1,12,7908,0
4820,36.0,,1,Mobile,Social Media,8,8,10.69,2,1,7,2915,1
4821,56.0,75935.11835444972,3,Tablet,Paid Ads,22,21,11.84,3,1,11,2077,0
4822,38.0,,2,Mobile,Organic,14,17,7.5,4,0,13,6859,0
4823,40.0,65119.52051758243,2,Mobile,Social Media,2,7,20.0,3,0,23,3604,0
4824,53.0,,2,Mobile,Paid Ads,8,3,10.43,3,1,18,4394,0
4825,62.0,98422.36821587497,3,Mobile,Email,30,28,14.65,3,1,11,3256,0
4826,43.0,80911.5150222508,3,Desktop,Email,27,25,23.18,3,1,3,3825,1
4827,58.0,71595.00412823397,2,Mobile,Email,13,9,7.17,6,1,18,3082,0
4828,27.0,96172.92662966324,3,Desktop,Referral,28,29,16.05,2,1,19,9975,1
